sample_0,sample_1
30000,-10000
30000,-10000
30000,-10000
30000,-10000
30000,-10000
30000,-10000
30000,-10000
30000,-10000
30000,-10000
30000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
40000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
50000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
60000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
70000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
80000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
90000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
100000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
110000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
120000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
130000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
140000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
150000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
160000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
170000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
180000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
190000,-10000
